Order ID	Order Date	Customer	Segment	Region	SKU	Product	Product Line	Category	Qty	Unit Price	Unit Cost	Total Revenue	Total Cost
102061	2025-09-16	Adventure Works Cycles	B2B	West	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	30	$279.00	$88.00	"$8,370.00"	"$2,640.00"
102074	2025-09-18	"VanArsdel, Ltd."	B2B	East	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	150	$53.10	$20.00	"$7,965.00"	"$3,000.00"
102087	2025-09-20	Adatum Corporation	B2B	East	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	150	$71.10	$25.00	"$10,665.00"	"$3,750.00"
102105	2025-09-22	"Contoso, Ltd."	B2B	West	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	150	$251.10	$88.00	"$37,665.00"	"$13,200.00"
102123	2025-09-25	Consolidated Messenger	B2B	Central	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	25	$119.00	$38.00	"$2,975.00"	$950.00
102124	2025-09-25	Bellows College	B2B	East	ZCF-ST-SST	Field Standard Short Sleeve Top	Field	Tops	50	$46.55	$17.00	"$2,327.50"	$850.00
102147	2025-09-30	Adventure Works Cycles	B2B	West	ZCA-INS-01	Smart Insole	Accessories	Footwear	225	$80.10	$28.00	"$18,022.50"	"$6,300.00"
102155	2025-10-02	Bellows College	B2B	East	ZCS-JRS-CUS	Systems Custom Team Jersey	Systems	Team Uniforms	30	$349.00	$115.00	"$10,470.00"	"$3,450.00"
102162	2025-10-03	Relecloud	B2B	West	ZCF-ST-SST	Field Standard Short Sleeve Top	Field	Tops	200	$44.10	$17.00	"$8,820.00"	"$3,400.00"
102163	2025-10-03	Boulder Innovations	B2B	West	ZCR-FBR-NAN	ZavaCore Fiber — Nano Grade	Supply	Raw Materials	15	"$2,400.00"	$880.00	"$36,000.00"	"$13,200.00"
102168	2025-10-04	Trey Research	B2B	West	ZCF-PR-RVS	Field Premium Running Vest	Field	Tops	20	$109.00	$34.00	"$2,180.00"	$680.00
102181	2025-10-06	Northwind Traders	B2B	Central	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	100	$152.10	$52.00	"$15,210.00"	"$5,200.00"
102187	2025-10-07	Bellows College	B2B	East	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	75	$122.55	$39.00	"$9,191.25"	"$2,925.00"
102192	2025-10-08	"Fabrikam, Inc."	B2B	East	ZCF-ST-SST	Field Standard Short Sleeve Top	Field	Tops	75	$46.55	$17.00	"$3,491.25"	"$1,275.00"
102198	2025-10-09	Northwind Traders	B2B	Central	ZCF-PR-RVS	Field Premium Running Vest	Field	Tops	200	$98.10	$34.00	"$19,620.00"	"$6,800.00"
102199	2025-10-09	Trey Research	B2B	West	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	50	$56.05	$20.00	"$2,802.50"	"$1,000.00"
102208	2025-10-10	Consolidated Messenger	B2B	Central	ZCF-PR-TRJ	Field Premium Track Jacket	Field	Outerwear	10	$219.00	$68.00	"$2,190.00"	$680.00
102209	2025-10-10	Northwind Traders	B2B	Central	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	100	$161.10	$58.00	"$16,110.00"	"$5,800.00"
102225	2025-10-13	Trey Research	B2B	West	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	20	$179.00	$58.00	"$3,580.00"	"$1,160.00"
102226	2025-10-13	Boulder Innovations	B2B	West	ZCR-DEV-01	ZavaCore Developer Kit	Supply	Dev Tools	25	$499.00	$165.00	"$12,475.00"	"$4,125.00"
102232	2025-10-14	"Fabrikam, Inc."	B2B	East	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	225	$53.10	$20.00	"$11,947.50"	"$4,500.00"
102239	2025-10-15	Adatum Corporation	B2B	East	ZCA-INS-01	Smart Insole	Accessories	Footwear	150	$80.10	$28.00	"$12,015.00"	"$4,200.00"
102248	2025-10-18	Trey Research	B2B	West	ZCF-ST-TRJ	Field Standard Track Jacket	Field	Outerwear	10	$149.00	$48.00	"$1,490.00"	$480.00
102266	2025-10-21	"Fabrikam, Inc."	B2B	East	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	75	$94.05	$33.00	"$7,053.75"	"$2,475.00"
102267	2025-10-21	Wide World Importers	B2B	Central	ZCF-ST-RVS	Field Standard Running Vest	Field	Tops	75	$65.55	$23.00	"$4,916.25"	"$1,725.00"
102274	2025-10-22	Trey Research	B2B	West	ZCR-FBR-SYS	ZavaCore Fiber — Systems Grade	Supply	Raw Materials	5	"$1,250.00"	$455.00	"$6,250.00"	"$2,275.00"
102283	2025-10-24	Northwind Traders	B2B	Central	ZCR-FBR-FLD	ZavaCore Fiber — Field Grade	Supply	Raw Materials	50	$807.50	$310.00	"$40,375.00"	"$15,500.00"
102293	2025-10-26	Trey Research	B2B	West	ZCA-SC-PRO	Smart Cleats Pro	Accessories	Footwear	100	$224.10	$82.00	"$22,410.00"	"$8,200.00"
102305	2025-10-29	Relecloud	B2B	West	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	50	$122.55	$39.00	"$6,127.50"	"$1,950.00"
102311	2025-10-30	Adventure Works Cycles	B2B	West	ZCF-PR-RVS	Field Premium Running Vest	Field	Tops	75	$103.55	$34.00	"$7,766.25"	"$2,550.00"
102312	2025-10-30	Alpine Ski House	B2B	West	ZCF-PR-RVS	Field Premium Running Vest	Field	Tops	100	$98.10	$34.00	"$9,810.00"	"$3,400.00"
102320	2025-10-31	Alpine Ski House	B2B	West	ZCF-EL-LST	Field Elite Long Sleeve Top	Field	Tops	50	$84.55	$28.00	"$4,227.50"	"$1,400.00"
102330	2025-11-01	Wide World Importers	B2B	Central	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	30	$99.00	$33.00	"$2,970.00"	$990.00
102331	2025-11-01	Wide World Importers	B2B	Central	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	225	$53.10	$20.00	"$11,947.50"	"$4,500.00"
102332	2025-11-01	Boulder Innovations	B2B	West	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	75	$170.05	$58.00	"$12,753.75"	"$4,350.00"
102342	2025-11-03	Consolidated Messenger	B2B	Central	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	10	$169.00	$52.00	"$1,690.00"	$520.00
102350	2025-11-04	Northwind Traders	B2B	Central	ZCF-ST-RVS	Field Standard Running Vest	Field	Tops	200	$62.10	$23.00	"$12,420.00"	"$4,600.00"
102351	2025-11-04	Consolidated Messenger	B2B	Central	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	20	$99.00	$33.00	"$1,980.00"	$660.00
102352	2025-11-04	Consolidated Messenger	B2B	Central	ZCF-PR-TRJ	Field Premium Track Jacket	Field	Outerwear	10	$219.00	$68.00	"$2,190.00"	$680.00
102358	2025-11-05	"VanArsdel, Ltd."	B2B	East	ZCF-PR-TRJ	Field Premium Track Jacket	Field	Outerwear	200	$197.10	$68.00	"$39,420.00"	"$13,600.00"
102364	2025-11-06	Relecloud	B2B	West	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	200	$53.10	$20.00	"$10,620.00"	"$4,000.00"
102370	2025-11-07	Adatum Corporation	B2B	East	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	200	$161.10	$58.00	"$32,220.00"	"$11,600.00"
102371	2025-11-07	Adatum Corporation	B2B	East	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	200	$251.10	$88.00	"$50,220.00"	"$17,600.00"
102376	2025-11-08	Consolidated Messenger	B2B	Central	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	50	$141.55	$45.00	"$7,077.50"	"$2,250.00"
102383	2025-11-09	Trey Research	B2B	West	ZCF-PR-TRJ	Field Premium Track Jacket	Field	Outerwear	100	$197.10	$68.00	"$19,710.00"	"$6,800.00"
102401	2025-11-12	Relecloud	B2B	West	ZCF-PR-RVS	Field Premium Running Vest	Field	Tops	100	$98.10	$34.00	"$9,810.00"	"$3,400.00"
102406	2025-11-13	Bellows College	B2B	East	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	75	$141.55	$45.00	"$10,616.25"	"$3,375.00"
102407	2025-11-13	Consolidated Messenger	B2B	Central	ZCF-ST-ETJ	Field Standard Extreme Temp Jacket	Field	Outerwear	25	$199.00	$65.00	"$4,975.00"	"$1,625.00"
102408	2025-11-13	Wide World Importers	B2B	Central	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	60	$56.05	$20.00	"$3,363.00"	"$1,200.00"
102415	2025-11-14	Adventure Works Cycles	B2B	West	ZCF-ST-RVS	Field Standard Running Vest	Field	Tops	60	$65.55	$23.00	"$3,933.00"	"$1,380.00"
102430	2025-11-16	Bellows College	B2B	East	ZCF-ST-TRJ	Field Standard Track Jacket	Field	Outerwear	25	$149.00	$48.00	"$3,725.00"	"$1,200.00"
102431	2025-11-16	Boulder Innovations	B2B	West	ZCR-FBR-FLD	ZavaCore Fiber — Field Grade	Supply	Raw Materials	10	$850.00	$310.00	"$8,500.00"	"$3,100.00"
102458	2025-11-20	Wide World Importers	B2B	Central	ZCF-ST-SST	Field Standard Short Sleeve Top	Field	Tops	300	$44.10	$17.00	"$13,230.00"	"$5,100.00"
102459	2025-11-20	Relecloud	B2B	West	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	100	$116.10	$39.00	"$11,610.00"	"$3,900.00"
102467	2025-11-21	Adventure Works Cycles	B2B	West	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	75	$141.55	$45.00	"$10,616.25"	"$3,375.00"
102474	2025-11-22	Bellows College	B2B	East	ZCF-ST-TRJ	Field Standard Track Jacket	Field	Outerwear	25	$149.00	$48.00	"$3,725.00"	"$1,200.00"
102481	2025-11-23	Boulder Innovations	B2B	West	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	100	$251.10	$88.00	"$25,110.00"	"$8,800.00"
102495	2025-11-25	"Contoso, Ltd."	B2B	West	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	300	$89.10	$33.00	"$26,730.00"	"$9,900.00"
102503	2025-11-26	"Fabrikam, Inc."	B2B	East	ZCF-EL-LST	Field Elite Long Sleeve Top	Field	Tops	150	$80.10	$28.00	"$12,015.00"	"$4,200.00"
102524	2025-11-29	Relecloud	B2B	West	ZCA-INS-01	Smart Insole	Accessories	Footwear	200	$80.10	$28.00	"$16,020.00"	"$5,600.00"
102531	2025-11-30	Adatum Corporation	B2B	East	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	150	$71.10	$25.00	"$10,665.00"	"$3,750.00"
102547	2025-12-02	Boulder Innovations	B2B	West	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	100	$53.10	$20.00	"$5,310.00"	"$2,000.00"
102548	2025-12-02	Relecloud	B2B	West	ZCF-ST-TRJ	Field Standard Track Jacket	Field	Outerwear	100	$134.10	$48.00	"$13,410.00"	"$4,800.00"
102553	2025-12-03	Boulder Innovations	B2B	West	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	100	$161.10	$58.00	"$16,110.00"	"$5,800.00"
102554	2025-12-03	Wide World Importers	B2B	Central	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	75	$265.05	$88.00	"$19,878.75"	"$6,600.00"
102575	2025-12-06	"Contoso, Ltd."	B2B	West	ZCF-PR-CYC	Field Premium Cycling Jersey	Field	Tops	75	$141.55	$46.00	"$10,616.25"	"$3,450.00"
102591	2025-12-08	Boulder Innovations	B2B	West	ZCR-FBR-SYS	ZavaCore Fiber — Systems Grade	Supply	Raw Materials	25	"$1,250.00"	$455.00	"$31,250.00"	"$11,375.00"
102600	2025-12-09	Bellows College	B2B	East	ZCA-SC-STD	Smart Cleats Standard	Accessories	Footwear	100	$161.10	$58.00	"$16,110.00"	"$5,800.00"
102606	2025-12-10	"Contoso, Ltd."	B2B	West	ZCS-JRS-CUS	Systems Custom Team Jersey	Systems	Team Uniforms	90	$331.55	$115.00	"$29,839.50"	"$10,350.00"
102607	2025-12-10	Bellows College	B2B	East	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	25	$169.00	$52.00	"$4,225.00"	"$1,300.00"
102608	2025-12-10	Trey Research	B2B	West	ZCF-ST-SST	Field Standard Short Sleeve Top	Field	Tops	75	$46.55	$17.00	"$3,491.25"	"$1,275.00"
102616	2025-12-11	Trey Research	B2B	West	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	25	$149.00	$45.00	"$3,725.00"	"$1,125.00"
102624	2025-12-12	Relecloud	B2B	West	ZCF-PR-TRJ	Field Premium Track Jacket	Field	Outerwear	20	$219.00	$68.00	"$4,380.00"	"$1,360.00"
102625	2025-12-12	Relecloud	B2B	West	ZCA-INS-01	Smart Insole	Accessories	Footwear	20	$89.00	$28.00	"$1,780.00"	$560.00
102632	2025-12-13	"Fabrikam, Inc."	B2B	East	ZCR-FBR-SYS	ZavaCore Fiber — Systems Grade	Supply	Raw Materials	60	"$1,187.50"	$455.00	"$71,250.00"	"$27,300.00"
102646	2025-12-15	Relecloud	B2B	West	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	20	$59.00	$20.00	"$1,180.00"	$400.00
102647	2025-12-15	Adventure Works Cycles	B2B	West	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	75	$122.55	$39.00	"$9,191.25"	"$2,925.00"
102653	2025-12-16	"Contoso, Ltd."	B2B	West	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	300	$89.10	$33.00	"$26,730.00"	"$9,900.00"
102654	2025-12-16	Boulder Innovations	B2B	West	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	100	$53.10	$20.00	"$5,310.00"	"$2,000.00"
102655	2025-12-16	Alpine Ski House	B2B	West	ZCF-ST-ETJ	Field Standard Extreme Temp Jacket	Field	Outerwear	100	$179.10	$65.00	"$17,910.00"	"$6,500.00"
102663	2025-12-17	"Fabrikam, Inc."	B2B	East	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	75	$160.55	$52.00	"$12,041.25"	"$3,900.00"
102666	2025-12-18	Trey Research	B2B	West	ZCA-INS-01	Smart Insole	Accessories	Footwear	100	$80.10	$28.00	"$8,010.00"	"$2,800.00"
102673	2025-12-19	Relecloud	B2B	West	ZCR-DEV-01	ZavaCore Developer Kit	Supply	Dev Tools	50	$474.05	$165.00	"$23,702.50"	"$8,250.00"
102681	2025-12-20	Boulder Innovations	B2B	West	ZCR-FBR-NAN	ZavaCore Fiber — Nano Grade	Supply	Raw Materials	20	"$2,400.00"	$880.00	"$48,000.00"	"$17,600.00"
102688	2025-12-21	"Contoso, Ltd."	B2B	West	ZCA-INS-01	Smart Insole	Accessories	Footwear	75	$84.55	$28.00	"$6,341.25"	"$2,100.00"
102693	2025-12-22	Consolidated Messenger	B2B	Central	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	100	$107.10	$38.00	"$10,710.00"	"$3,800.00"
102694	2025-12-22	Consolidated Messenger	B2B	Central	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	75	$56.05	$20.00	"$4,203.75"	"$1,500.00"
102707	2025-12-24	Consolidated Messenger	B2B	Central	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	20	$149.00	$45.00	"$2,980.00"	$900.00
102713	2025-12-25	Boulder Innovations	B2B	West	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	25	$129.00	$39.00	"$3,225.00"	$975.00
102733	2025-12-27	Bellows College	B2B	East	ZCF-ST-ETJ	Field Standard Extreme Temp Jacket	Field	Outerwear	100	$179.10	$65.00	"$17,910.00"	"$6,500.00"
102740	2025-12-28	Wide World Importers	B2B	Central	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	60	$160.55	$52.00	"$9,633.00"	"$3,120.00"
102741	2025-12-28	Relecloud	B2B	West	ZCF-ST-TRJ	Field Standard Track Jacket	Field	Outerwear	40	$149.00	$48.00	"$5,960.00"	"$1,920.00"
102751	2025-12-29	Relecloud	B2B	West	ZCA-SC-PRO	Smart Cleats Pro	Accessories	Footwear	50	$236.55	$82.00	"$11,827.50"	"$4,100.00"
102752	2025-12-29	Wide World Importers	B2B	Central	ZCR-DEV-01	ZavaCore Developer Kit	Supply	Dev Tools	45	$499.00	$165.00	"$22,455.00"	"$7,425.00"
102761	2025-12-30	"Contoso, Ltd."	B2B	West	ZCA-SC-PRO	Smart Cleats Pro	Accessories	Footwear	75	$236.55	$82.00	"$17,741.25"	"$6,150.00"
102762	2025-12-30	Wide World Importers	B2B	Central	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	225	$53.10	$20.00	"$11,947.50"	"$4,500.00"
102779	2026-01-01	"VanArsdel, Ltd."	B2B	East	ZCF-ST-TRJ	Field Standard Track Jacket	Field	Outerwear	40	$149.00	$48.00	"$5,960.00"	"$1,920.00"
102780	2026-01-01	Bellows College	B2B	East	ZCF-ST-SST	Field Standard Short Sleeve Top	Field	Tops	100	$44.10	$17.00	"$4,410.00"	"$1,700.00"
102786	2026-01-02	"Contoso, Ltd."	B2B	West	ZCA-INS-01	Smart Insole	Accessories	Footwear	60	$84.55	$28.00	"$5,073.00"	"$1,680.00"
102792	2026-01-03	Wide World Importers	B2B	Central	ZCF-PR-TRJ	Field Premium Track Jacket	Field	Outerwear	75	$208.05	$68.00	"$15,603.75"	"$5,100.00"
102793	2026-01-03	Boulder Innovations	B2B	West	ZCR-DEV-01	ZavaCore Developer Kit	Supply	Dev Tools	10	$499.00	$165.00	"$4,990.00"	"$1,650.00"
102800	2026-01-04	Bellows College	B2B	East	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	10	$169.00	$52.00	"$1,690.00"	$520.00
102807	2026-01-05	"VanArsdel, Ltd."	B2B	East	ZCF-EL-LEG	Field Elite Performance Leggings	Field	Bottoms	200	$107.10	$38.00	"$21,420.00"	"$7,600.00"
102808	2026-01-05	Wide World Importers	B2B	Central	ZCA-SC-PRO	Smart Cleats Pro	Accessories	Footwear	150	$224.10	$82.00	"$33,615.00"	"$12,300.00"
102814	2026-01-06	Adventure Works Cycles	B2B	West	ZCF-EL-LST	Field Elite Long Sleeve Top	Field	Tops	225	$80.10	$28.00	"$18,022.50"	"$6,300.00"
102815	2026-01-06	Northwind Traders	B2B	Central	ZCF-PR-LEG	Field Premium Performance Leggings	Field	Bottoms	200	$152.10	$52.00	"$30,420.00"	"$10,400.00"
102823	2026-01-07	Alpine Ski House	B2B	West	ZCF-ST-SST	Field Standard Short Sleeve Top	Field	Tops	50	$46.55	$17.00	"$2,327.50"	$850.00
102829	2026-01-08	Adatum Corporation	B2B	East	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	150	$116.10	$39.00	"$17,415.00"	"$5,850.00"
102830	2026-01-08	Alpine Ski House	B2B	West	ZCF-PR-CYC	Field Premium Cycling Jersey	Field	Tops	200	$134.10	$46.00	"$26,820.00"	"$9,200.00"
102837	2026-01-09	Northwind Traders	B2B	Central	ZCF-PR-SST	Field Premium Short Sleeve Top	Field	Tops	100	$116.10	$39.00	"$11,610.00"	"$3,900.00"
102850	2026-01-11	Adatum Corporation	B2B	East	ZCA-INS-01	Smart Insole	Accessories	Footwear	40	$89.00	$28.00	"$3,560.00"	"$1,120.00"
102851	2026-01-11	Trey Research	B2B	West	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	75	$56.05	$20.00	"$4,203.75"	"$1,500.00"
102866	2026-01-13	Alpine Ski House	B2B	West	ZCF-PR-LST	Field Premium Long Sleeve Top	Field	Tops	150	$134.10	$45.00	"$20,115.00"	"$6,750.00"
102872	2026-01-14	"VanArsdel, Ltd."	B2B	East	ZCF-RC-TOP	Field Recovery Compression Top	Field	Tops	40	$129.00	$40.00	"$5,160.00"	"$1,600.00"
102880	2026-01-15	Relecloud	B2B	West	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	40	$59.00	$20.00	"$2,360.00"	$800.00
102886	2026-01-16	Adatum Corporation	B2B	East	ZCF-ST-TRJ	Field Standard Track Jacket	Field	Outerwear	100	$134.10	$48.00	"$13,410.00"	"$4,800.00"
102887	2026-01-16	Wide World Importers	B2B	Central	ZCF-ST-TRJ	Field Standard Track Jacket	Field	Outerwear	300	$134.10	$48.00	"$40,230.00"	"$14,400.00"
102902	2026-01-18	"Fabrikam, Inc."	B2B	East	ZCF-ST-TRJ	Field Standard Track Jacket	Field	Outerwear	225	$134.10	$48.00	"$30,172.50"	"$10,800.00"
102910	2026-01-19	Consolidated Messenger	B2B	Central	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	100	$251.10	$88.00	"$25,110.00"	"$8,800.00"
102917	2026-01-20	"VanArsdel, Ltd."	B2B	East	ZCF-ST-LST	Field Standard Long Sleeve Top	Field	Tops	50	$56.05	$20.00	"$2,802.50"	"$1,000.00"
102924	2026-01-21	Boulder Innovations	B2B	West	ZCA-INS-01	Smart Insole	Accessories	Footwear	100	$80.10	$28.00	"$8,010.00"	"$2,800.00"
102925	2026-01-21	"Fabrikam, Inc."	B2B	East	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	30	$79.00	$25.00	"$2,370.00"	$750.00
102932	2026-01-22	Trey Research	B2B	West	ZCF-ST-CYC	Field Standard Cycling Jersey	Field	Tops	75	$94.05	$33.00	"$7,053.75"	"$2,475.00"
102933	2026-01-22	Bellows College	B2B	East	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	75	$75.05	$25.00	"$5,628.75"	"$1,875.00"
102954	2026-01-25	"Fabrikam, Inc."	B2B	East	ZCR-FBR-NAN	ZavaCore Fiber — Nano Grade	Supply	Raw Materials	60	"$2,280.00"	$880.00	"$136,800.00"	"$52,800.00"
102963	2026-01-26	Northwind Traders	B2B	Central	ZCF-ST-SST	Field Standard Short Sleeve Top	Field	Tops	20	$49.00	$17.00	$980.00	$340.00
102964	2026-01-26	Boulder Innovations	B2B	West	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	50	$75.05	$25.00	"$3,752.50"	"$1,250.00"
102970	2026-01-27	Adventure Works Cycles	B2B	West	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	60	$265.05	$88.00	"$15,903.00"	"$5,280.00"
102971	2026-01-27	Trey Research	B2B	West	ZCF-EL-SST	Field Elite Short Sleeve Top	Field	Tops	100	$71.10	$25.00	"$7,110.00"	"$2,500.00"
102978	2026-01-28	"VanArsdel, Ltd."	B2B	East	ZCF-PR-ETJ	Field Premium Extreme Temp Jacket	Field	Outerwear	100	$251.10	$88.00	"$25,110.00"	"$8,800.00"
102996	2026-01-30	Boulder Innovations	B2B	West	ZCR-FBR-FLD	ZavaCore Fiber — Field Grade	Supply	Raw Materials	25	$850.00	$310.00	"$21,250.00"	"$7,750.00"
102997	2026-01-30	"Fabrikam, Inc."	B2B	East	ZCF-EL-LST	Field Elite Long Sleeve Top	Field	Tops	75	$84.55	$28.00	"$6,341.25"	"$2,100.00"
103001	2026-01-31	Bellows College	B2B	East	ZCF-PR-CYC	Field Premium Cycling Jersey	Field	Tops	75	$141.55	$46.00	"$10,616.25"	"$3,450.00"
